"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-12-27 20:51:18 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2005,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",4
2005,Greece,Afghanistan,Asylum-seekers,559
2005,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",153
2005,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,1
2005,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",2
2005,Hungary,Afghanistan,Asylum-seekers,9
2005,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",2376
2005,Indonesia,Afghanistan,Asylum-seekers,5
2005,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",13
2005,India,Afghanistan,Asylum-seekers,20
2005,India,Afghanistan,"Refugees (incl. refugee-like situations)",9700
2005,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",77
2005,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,56
2005,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",920248
2005,Iceland,Afghanistan,Asylum-seekers,2
2005,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",302
2005,Japan,Afghanistan,Asylum-seekers,29
2005,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",56
2005,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",760
2005,Kyrgyzstan,Afghanistan,Asylum-seekers,117
2005,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",251
2005,Cambodia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2005,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",2
2005,Kuwait,Afghanistan,Asylum-seekers,47
2005,Kuwait,Afghanistan,"Refugees (incl. refugee-like situations)",78
2005,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",13
2005,Libya,Afghanistan,Asylum-seekers,1
2005,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",4
2005,Lithuania,Afghanistan,Asylum-seekers,4
2005,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",96
2005,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2005,"Rep. of Moldova",Afghanistan,Asylum-seekers,5
2005,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",8
2005,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2005,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2005,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2005,Malaysia,Afghanistan,Asylum-seekers,33
2005,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",51
2005,Netherlands,Afghanistan,Asylum-seekers,1478
2005,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",25086
2005,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",4052
2005,"New Zealand",Afghanistan,Asylum-seekers,5
2005,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",1261
2005,Pakistan,Afghanistan,Asylum-seekers,2765
2005,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1084208
2005,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",87
2005,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",5
2005,Qatar,Afghanistan,"Refugees (incl. refugee-like situations)",40
2005,Romania,Afghanistan,Asylum-seekers,1
2005,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",280
2005,"Russian Federation",Afghanistan,Asylum-seekers,225
2005,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1294
2005,"Saudi Arabia",Afghanistan,Asylum-seekers,6
2005,Slovakia,Afghanistan,Asylum-seekers,344
2005,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",124
2005,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2005,Sweden,Afghanistan,Asylum-seekers,699
2005,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",4264
2005,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,108
2005,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",229
2005,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",3
2005,Tajikistan,Afghanistan,Asylum-seekers,22
2005,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",1006
2005,Turkmenistan,Afghanistan,Asylum-seekers,2
2005,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",749
2005,Turkey,Afghanistan,Asylum-seekers,256
2005,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",76
2005,Ukraine,Afghanistan,Asylum-seekers,230
2005,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1213
2005,"United States of America",Afghanistan,Asylum-seekers,100
2005,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",8831
2005,Uzbekistan,Afghanistan,Asylum-seekers,534
2005,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",4740
2005,"South Africa",Afghanistan,Asylum-seekers,19
2005,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",18
2006,Afghanistan,Afghanistan,"Internally displaced persons",129310
2006,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",4
2006,Argentina,Afghanistan,Asylum-seekers,1
2006,Australia,Afghanistan,Asylum-seekers,16
2006,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",7908
2006,Austria,Afghanistan,Asylum-seekers,1575
2006,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",3664
2006,Azerbaijan,Afghanistan,Asylum-seekers,33
2006,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",104
2006,Belgium,Afghanistan,Asylum-seekers,17
2006,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",226
2006,Bangladesh,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Bulgaria,Afghanistan,Asylum-seekers,395
2006,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",1967
2006,Belarus,Afghanistan,Asylum-seekers,9
2006,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",491
2006,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",3
2006,Canada,Afghanistan,Asylum-seekers,294
2006,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",14419
2006,Switzerland,Afghanistan,Asylum-seekers,189
2006,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1726
2006,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",17
2006,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2006,"Côte d'Ivoire",Afghanistan,Asylum-seekers,2
2006,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",14
2006,Cuba,Afghanistan,Asylum-seekers,5
2006,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Cyprus,Afghanistan,Asylum-seekers,135
2006,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",3
2006,"Czech Rep.",Afghanistan,Asylum-seekers,4
2006,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",237
2006,Germany,Afghanistan,Asylum-seekers,3999
2006,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",21879
2006,Denmark,Afghanistan,Asylum-seekers,61
2006,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",6306
2006,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",32
2006,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",31
2006,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",74
2006,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2006,Ethiopia,Afghanistan,Asylum-seekers,1
2006,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Finland,Afghanistan,Asylum-seekers,59
2006,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",1883
2006,France,Afghanistan,"Refugees (incl. refugee-like situations)",1238
2006,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",23069
2006,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",4
2006,Greece,Afghanistan,Asylum-seekers,498
2006,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",171
2006,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,2
2006,Hungary,Afghanistan,Asylum-seekers,4
2006,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",2357
2006,Indonesia,Afghanistan,Asylum-seekers,10
2006,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",65
2006,India,Afghanistan,Asylum-seekers,137
2006,India,Afghanistan,"Refugees (incl. refugee-like situations)",9472
2006,Ireland,Afghanistan,Asylum-seekers,112
2006,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",99
2006,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,526
2006,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",914260
2006,Iceland,Afghanistan,Asylum-seekers,2
2006,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",473
2006,Japan,Afghanistan,Asylum-seekers,3
2006,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",55
2006,Kazakhstan,Afghanistan,Asylum-seekers,21
2006,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",588
2006,Kyrgyzstan,Afghanistan,Asylum-seekers,201
2006,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",256
2006,Cambodia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2006,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",2
2006,Kuwait,Afghanistan,Asylum-seekers,44
2006,Lebanon,Afghanistan,Asylum-seekers,2
2006,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",6
2006,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",4
2006,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",96
2006,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,"Rep. of Moldova",Afghanistan,Asylum-seekers,2
2006,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",12
2006,Mexico,Afghanistan,Asylum-seekers,1
2006,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2006,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Malaysia,Afghanistan,Asylum-seekers,30
2006,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",55
2006,Netherlands,Afghanistan,Asylum-seekers,1293
2006,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",21357
2006,Norway,Afghanistan,Asylum-seekers,787
2006,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",4084
2006,"New Zealand",Afghanistan,Asylum-seekers,1
2006,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",961
2006,Pakistan,Afghanistan,Asylum-seekers,2091
2006,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1043984
2006,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",79
2006,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",5
2006,Qatar,Afghanistan,"Refugees (incl. refugee-like situations)",40
2006,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",272
2006,"Russian Federation",Afghanistan,Asylum-seekers,230
2006,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1202
2006,"Saudi Arabia",Afghanistan,Asylum-seekers,10
2006,Slovakia,Afghanistan,Asylum-seekers,330
2006,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",93
2006,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2006,Sweden,Afghanistan,Asylum-seekers,591
2006,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",4278
2006,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,355
2006,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",299
2006,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",2
2006,Tajikistan,Afghanistan,Asylum-seekers,238
2006,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",917
2006,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",710
2006,Turkey,Afghanistan,Asylum-seekers,339
2006,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",75
2006,Ukraine,Afghanistan,Asylum-seekers,216
2006,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1189
2006,"United States of America",Afghanistan,Asylum-seekers,106
2006,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",13242
2006,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",1415
2006,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",18
2007,Afghanistan,Afghanistan,"Internally displaced persons",153718
2007,Albania,Afghanistan,Asylum-seekers,1
2007,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",4
2007,Argentina,Afghanistan,Asylum-seekers,1
2007,Australia,Afghanistan,Asylum-seekers,14
2007,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",4990
2007,Austria,Afghanistan,Asylum-seekers,1544
2007,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",4191
2007,Azerbaijan,Afghanistan,Asylum-seekers,45
2007,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",108
2007,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",151
2007,Bulgaria,Afghanistan,Asylum-seekers,380
2007,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",1990
2007,Belarus,Afghanistan,Asylum-seekers,3
2007,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",454
2007,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",3
2007,Canada,Afghanistan,Asylum-seekers,405
2007,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",3470
2007,Switzerland,Afghanistan,Asylum-seekers,251
2007,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1609
2007,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",17
2007,China,Afghanistan,Asylum-seekers,2
2007,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2007,"Côte d'Ivoire",Afghanistan,Asylum-seekers,2
2007,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",14
2007,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2007,Cyprus,Afghanistan,Asylum-seekers,108
2007,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",5
2007,"Czech Rep.",Afghanistan,Asylum-seekers,16
2007,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",242
2007,Germany,Afghanistan,Asylum-seekers,2223
2007,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",24236
2007,Denmark,Afghanistan,Asylum-seekers,58
2007,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",5378
2007,Ecuador,Afghanistan,Asylum-seekers,25
2007,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",74
2007,Egypt,Afghanistan,Asylum-seekers,2
2007,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",28
2007,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",69
2007,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",6
2007,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2007,Finland,Afghanistan,Asylum-seekers,44
2007,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",517
2007,France,Afghanistan,"Refugees (incl. refugee-like situations)",1273
2007,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",23565
2007,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",4
2007,Greece,Afghanistan,Asylum-seekers,1061
2007,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",174
2007,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,5
2007,Croatia,Afghanistan,Asylum-seekers,1
2007,Hungary,Afghanistan,Asylum-seekers,19
2007,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",2293
2007,Indonesia,Afghanistan,Asylum-seekers,12
2007,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",49
2007,India,Afghanistan,Asylum-seekers,690
2007,India,Afghanistan,"Refugees (incl. refugee-like situations)",9011
2007,Ireland,Afghanistan,Asylum-seekers,118
2007,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",106
2007,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,967
2007,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",906071
2007,Iceland,Afghanistan,Asylum-seekers,1
2007,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",1
2007,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",1138
2007,Japan,Afghanistan,Asylum-seekers,10
2007,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",56
2007,Kazakhstan,Afghanistan,Asylum-seekers,4
2007,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",404
2007,Kyrgyzstan,Afghanistan,Asylum-seekers,344
2007,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",277
2007,Cambodia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2007,"Rep. of Korea",Afghanistan,Asylum-seekers,1
2007,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",2
2007,Kuwait,Afghanistan,Asylum-seekers,21
2007,Kuwait,Afghanistan,"Refugees (incl. refugee-like situations)",5
2007,Lebanon,Afghanistan,Asylum-seekers,6
2007,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",9
2007,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",3
2007,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",97
2007,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2007,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",12
2007,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",1
2007,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2007,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2007,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2007,Malaysia,Afghanistan,Asylum-seekers,122
2007,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",68
2007,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",17296
2007,Norway,Afghanistan,Asylum-seekers,646
2007,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",2925
2007,"New Zealand",Afghanistan,Asylum-seekers,4
2007,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",162
2007,Pakistan,Afghanistan,Asylum-seekers,2518
2007,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",2034416
2007,Poland,Afghanistan,Asylum-seekers,3
2007,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",76
2007,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",6
2007,Qatar,Afghanistan,"Refugees (incl. refugee-like situations)",40
2007,Romania,Afghanistan,Asylum-seekers,1
2007,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",274
2007,"Russian Federation",Afghanistan,Asylum-seekers,2072
